Essentia Health St. Mary's Hospital-Superior,
,
DESCRIPTION, CHARGE 
SCREW SYNT PELVIC CORT S-TAP 3.5 X 80MM 204.680,101
SUTURE VICRYL #1 27IN CT-1  J261H,7
"LAYR CLOS WND TRUNK,ARM,LEG 7.6-12.5",603
SCREW SYNT CORT S-TAP STRDRV T8 2.7 X 28MM 202.888,130
SCREW SYNT CORT LOW PROF T15 STRDRV 3.5 X 50MM 02.206.250,103
BLADE PRECISION 19.5MM X 90MMX 1.28MM FALCON 6725-127-090,570
ENVELOPE ANTIBACTERIAL NEURO LG 7.4X8.5CM IMPLANTABLE NMRM6133,"3,044"
CATHETER RCI 5FR 65CM .038  G08078,70
IMPLANT SYSTEM BIO-COMP ACHILLES MID-SUB AR-8929BC-CP,"1,950"
CATHETER MICRO LANTERN DELIVERY 115CM 45 DEGREE TIP PXSLIMLAN115T45,"1,660"
APREPITANT 80 MG CAPSULE ,16
PIN ADAPTOR PACING ACCESSORY  DINAPT,18
CANNULA IRRIGATION 21G BIMANNU AL 585223,33
CATHETER EMBOLECTOMY THRULUMEN 3FR 12TLW803F,369
KIT BICEPTOR DISPOSABLES 8MMX15MM 72202300,862
SCREW SYNT TI MATRIXMIDFACE S- DRILL 6MM 04.503.226.01,340
CULTURELLE KIDS PACKET ,7
GRAFT GRAFTON PLUS PASTE 1CC  T45001,540
SHEATH MARKER SUPER 7FR X 25,61
SCREW SYNT TI MATRIXMANDIBLE S-TAP LCK 2.9 X 10MM 04.503.670.01,538
SUTURE SILK 2-0 BRAIDED 13-24I N SA75H,9
KNIFE CARPAL TUNNEL INTEGRA SAFEGUARD 080003,693
STENT VIABAHN HEPARIN 7MM X 10CM VBHR071002A,"7,340"
BIT DRILL 2.6MM X 122MM WL70MMAO-SHAFT 45-35010,144
PANITUMUMAB 100 MG/5ML SOLUTION 5 ML VIAL ,160
GRAFT DISTAFLO 6MM X 80CM DF8006SC,"5,429"
STENT SYNERGY MR 3.00MM X 16MM  H7493926016300,"3,290"
HIV-1 ANTIGENS W/HIV 1/2 ANTIB,48
PUNCH DERMAL BIOPSY 4MM MEDICHOICE,6
STENT VIABAHN BX ENDOPROSTHESI S 11MM X 59MM X 135CM BXA115902A,"6,690"
GUIDEWIRE AMPLATZ .035 X 260CM,85
REAMER FLEXABLE 7.0MM AR-1400F-70,788
SUTURE MONOCRYL 4-0 18IN P-3 Y494G,29
PLATE SYNT 3.5MM LCP 7H 98MM 223.571,778
BIT DRILL 1.6MM OSTEOMED PILOT EXTENDED 6MM STOP J LATCH 220-0462,548
LANREOTIDE ACETATE 120 MG/0.5ML SOLUTION ,100
STEM HUMERAL 14MM DIA 130MMSTEM LENGTH 00434901413,"10,575"
SUFENTANIL 50 MCG/ML SOLUTION ,26
CATHETER SV JB1 5FR/100CM/.035,84
GABAPENTIN 6 %-KETAMINE 8 %-KETOPROFEN 10 % 6-8-10 % ,126
GRAFT PATCH FELT PTFE 6X6IN STERILE 007837,410
PROTECTOR NERVE 7 X40MM AXOGUA RD AG0740,"3,290"
SCREW SOLERA 7.5 X 40 MM 55840007540,"1,897"
BALLOON COR RX 2.50 X 12MM NC EMERGE H7493926712250,435
KIT STAPLE BME ELITE STRAIGHT BRIDGE 2 LEGS EL-1818S2,"4,230"
LENS IOL SN60WF 8.5D ACRYSOF IQ SN60WF.085,450
GUIDEWIRE HI-TORQUE WIGGLE .01 4 STRAIGHT TIP 30 X 300CM 22399M-W30,500
ASSAY OF LITHIUM,84
DULAGLUTIDE 0.75 MG/0.5ML SOLUTION PEN-INJECTOR 0.5 ML PEN ,910
PROTEIN C ACTIVITY - REF,186
INDOMETHACIN 50 MG SUPPOS ,72
KIT FIBERWIRE SUTURE AR-7214,290
SUTURE VICRYL 0 54IN J608H,31
IOFLUPANE I 123 185 MBQ/2.5ML SOLUTION ,"3,327"
RELOAD STAPLER BLUE ENDOWRIST 41645B,540
MICROFIBRILLAR COLL HEMOSTAT PAD ,378
DEVICE DUOVISC 0.55ML VISCOAT AND .50ML PROVISC 8065183150,289
CLOTTING FUNCTION ACTIVITY - REF,138
RELOAD CUTTER ETS LINEAR ARTIC ULATING STANDARD BLUE 35MM TR35B,383
TOOL IMPLANT TORQUE WRENCH #2LOCATOR PLUS 442-2,132
PACK ESSENTIA LAPAROSCOPY SUPI NE SURGI SBACNSUEHB,190
NAIL SYNT TI RETRO/ANTEGRADE 13 X 380MM STRL 04.013.756S,"3,948"
SUTURE CHROMIC GUT 3-0 27IN PS-2 1638H,19
VISCOELASTIC HEALON STANDARD COHESIVE 0.55ML 10295210,193
TROCAR 12X100MM OPTICAL BLADEL ESS PALM GRIP OBTURATOR IAS12-100LPI,276
SUTURE 36IN POLY TAPER CUT CVD  833-114,107
PEG BIO SMOOTH 2.0X24MM LOCKING P24000,268
ELECTRIC STIMULATION THERAPY,83
SALINE 0.9% NORMAL (AKA J7030) ,22
CATHETER MICROINTRODUCER TRAY 6FR 0700615,678
PACK C-SECTION  SMA5BCSFCA,254
PLATE SYNT LCP DIS FEM 7H 196M M LT 222.253,"3,297"
COMPONENT FEM CR RETAINING SZ 8 RIGHT CEMENTED ATTUNE 1504-00-208,"3,525"
CANNULA ASPIRATION VACURETTE C URVED ROUND TIP 10MM 21553,150
ROCURONIUM 100 MG/10ML SOLUTION ,20
REPR SUPERF WND BODY 7.6-12.5,361
STEM HUMERAL ANGLE 132.5 STAND ARD PTC DWF605B,"6,110"
DARBEPOETIN ALFA 300 MCG/0.6ML SOLUTION PREFILLED SYRINGE ,8
CUSTOM ELBOW-WRIST-HAND-FINGER ORTHOTIC INCLUDES 1 OR MORE JOINTS,"1,561"
BLOOD TYPING RH (D),60
MTHFR GENE - REF,609
SCREW ART CORTEX LOW PROFILE 3.5 X 16MM AR-8835-16,167
OCTREOTIDE 100 MCG/ML SOLUTION 1 ML AMPULE ,16
PERI/INST CVCATH WO P/P>5YR(T),"1,081"
GUIDEWIRE SYNT 2.8MM NON THRE AD FLUTED DRILL POINT 300MM 292.81,329
WASHER SYNT 7MM 219.98,93
PLATE SYNT 3.5MM RECON 4H 46MM 245.14,766
IRINOTECAN LIPOSOME 43 MG/10ML INJECTABLE 10 ML VIAL ,56
OVERTUBE ENDOCUFF GREEN LARGE  ARV120,88
TRAY TIBIAL COCR 2.5  1581-25-000,"3,408"
STENT VIABAHN HEPARIN 7MM X 5CM VBHR070502A,"6,691"
MOLECULAR PATH LEVEL 3,900
CUP VACUUM OMNI VAC-6000M,435
PUSHER KNOT SUTURE CUTTER TED CANNULA SET 72202674,472
BIT DRILL AO 3.2MM CANNULATED 01-1010-009,900
FORCEPS PKS CUTTING 5MM/33CM 920005PK,"1,163"
CUP ACET 48MM OD PINNACL E POROCOAT 100 SERIES 1217-01-048,"2,468"
CATHETER DRAINAGE 8F X 25CM  D11008025S,205
BLOOD TYPE ANTIGEN DONOR EA,237
DRESSING DERMABOND PRINEO 22CM  CLR222US,227
POLYETHYLENE GLYCOL 3350 17 G POWDER ,8
NEEDLE ARTERIAL 18G X 7.0CM W/ O BASE G00166,18
NEEDLE ENDO ASPIRATION 21G SUPERTRAX AKI00101-01,322
NITAZOXANIDE 500 MG TABLET ,61
HANDPIECE THUNDERBEAT OPEN FINE JAW TB-0009OF,"1,700"
G6PD; QUANT SCREEN - REF,33
BLADE 54MM FULL EXPLANT 00705305420,"2,468"
BAG INFUSER PRESSURE,39
PLATE SYNT 2.7MM LCP 4H 40MM 249.680,970
SLEEVE OUTER PROTECTION 14.5MM FOR SUPRAPATELLAR- ST 03.010.438S,250
ENOXAPARIN SODIUM 300 MG/3ML SOLUTION ,12
SUTURE PDS II 3-0 18IN PS-1 Z683G,31
PIN FIXATION IBALANCE HTO  AR-13422,723
DILATOR 5FR VESSEL 20 CM  405500,34
"RETICULOCYTE COUNT,FLOW CYTO",66
WIRE COMPRESSION 1.6MM 20MM THREAD 03.211.420,154
GRAFT HEMAGARD VASCULAR KNITTED BIF 16 X 8MM HGK1608,"1,225"
VITAMIN B-12,113
CATHETER VASC 4FR 40CM KUMPE,49
SUTURE CHROMIC GUT 4-0 18IN PS -2 1637G,20
BALLOON OTW P 7FR 7.0X20X90CM X.018 ATHEROTOME CUTTING M001PCB7020900,"1,800"
VANCOMYCIN 250 MG CAPSULE ,93
CATHETER PTA DILATATION 7FR,822
METHYLENE BLUE IN 0.9% SODIUM CHLORIDE SOLUTION 150 ML BAG ,78
SODIUM CHLORIDE 0.9% 0.9 % SOLUTION 10 ML VIAL ,6
SUTURE ETHIBOND 3 0 DYD 30IN R B 1 X872H,8
"N BLOCK CONT INFUSE, B PLEX",844
SUTURE PDS II #1 DYD 48IN XLH Z881G,31
TC99M SULFUR COLLOID ,170
SIDEPLATE SYNT 140 DEG LCP DHHS STANDARD BARREL 4H 282.632,"1,200"
BASKET STONE REMOVER 4 WIRE BASKET 3 FR X 115CM ATLAS G32824,514
SIZER NATRELLE 775 CC FULL HEIGHT EXT FULL PROJECTION MSZFX775,500
GARMENT FACIAL MEDIUM SUPPORT FACIOPLASTY 111826,64
GUIDEWIRE AMPLATZ EXTRA STIFF .025 X 260 STRAIGHT G04047,152
GENTAMICIN 80 MG IN OMNIPAQUE 300 MG/ML 50 ML SOLUTION ,17
IRRIGATOR SURGILAV 210-118 STRYKER 0210-118-000,127
BALLOON STERLING MR 2.0 X 220M M X 150CM H74939031202210,570
STENT VIABAHN .018 ENDOPROSTHE SIS 6MM X 25CM X 120CM VBJR062502A,"15,029"
CATHETER DXTERITY 5FR NOTO DXT5NOTO,33
DRESSING FOAM 6X6IN MEPILEX BO RDER 295400,20
BALLOON OTW P 9.0X 40X 75CM X.035 MUSTANG H74939171090470,750
CIPROFLOXACIN 0.3 % SOLUTION 2.5 ML BOTTLE ,37
CATHETER MALECOT 28FR 086028,86
KNIFE DUAL BEVEL 2.4MM SLIT  8065992445,184
CATHETER 6FR 105CM ENVOY  671-258-05DB,"1,221"
"NEEDLE ECHOSTIM 21G X 2""  ES-2150",36
PLATE SYNT 3.5MM LCP PERIARTICULAR PROX HUM 2H 91MM LT 02.123.021,"3,648"
