GUIDE CORONARY 6F XB3.5 VISTA  670-054-00,244
PACK CATARACT ALCON W/DUOVISC  AS74875,612
SCREW SYNT VA LCK TI S-TAP T8 STRDRV 2.7 X 22MM 04.211.022,382
CONE TIP URETERAL CATHETERCONE TIP G14663,42
PUNCH AORTIC 4.0 MM RCL40,91
SUTURE FIBERTAPE CERCLAGE PASSING NEEDLE  MED AR-7816,309
APPLICATOR FLEXTIP  AM0005,58
DRAIN SURG CHANNEL ROUND 10FR  072187,55
"SPECIMEN HANDLING,PT->LAB",27
CUTTER METAL 3MM MC30,564
MRI LOW EXT JNT WO/CONT TC,"2,244"
CATHETER DRAINAGE LOOP APD FLE,297
CYCLOPENTOLATE-PHENYLEPHRINE 0.2-1 % SOLUTION 2 ML BOTTLE ,132
RESTRICTOR BIOSTOP 20 MM  5463-20-000,300
STENT PV PROTEGE .035 10X40,"3,878"
DEVICE INTERBODY FUSION 11MM X 22MM X 6 DEGREE 4001122,"7,050"
BALLOON OTW P 6.0X 40X 75CM X.035 MUSTANG H74939171060470,750
SCREW SYNT CORT S-TAP FT 3.5 X 40MM 204.840,80
STENT URETERAL UNIVERSA SOFT 7FR X 28CM (1/BX) G49983,254
VISCOELASTIC HEALON STANDARD COHESIVE 0.85ML HEALON.85,186
SCREW ART TI 2.5 MICRO COMPRESSION FULL THRD CANNUL 11MM AR-8725-11H,738
LENS IOL ZA9003 16.0D ACRY TECNIS ZA90031600,632
"DEXTROSE 5% LACTATED RINGERS 5 % SOLUTION 1,000 ML FLEX CONT ",20
MESH HERNIA VENTRALEX ST UMB MED 6.4CM 5950008,978
SCREW SYNT LCK TI FOR IM NAILS 5 X 38MM 458.938,583
CIPROFLOXACIN 0.3 % SOLUTION 5 ML BOTTLE ,62
GUIDEWIRE .035 X 1.5J AMPLATZE R 9-GW-002,177
SUTURE ETHILON 10 0 DYD 12IN C SB 6 9007G,61
CATHETER URETERAL WHISTLE TIP6FR. G14031,36
WASHER SYNT 13MM SS  219.99,99
SUTURE VICRYL 4-0 DYD 27IN RB-1 J304H,31
LEVONORGESTREL 19.5 MG IUD ,"1,559"
BULB INSUFFLATION ASSEMBLY DIS P STERILE D30200-210S,117
STND COG PERFORMNCE TEST 1 HR,320
LENS IOL EC 3 PAL 23.5D  EC-3PAL23.5D,555
CATHETER SOFIA 5F DAC 115 CM  DA5115ST,"3,572"
SCREW SYNT DUAL CORE LCK TI S-TAP FT STRDRV T25 5 X 70MM 04.015.560,574
CATHETER CSF MEDTRONIC PERITON EAL BA OPEN END 90CM 43522,508
SCREW ACUM LCK HEXALOBE 2.7 X 18MM 30-0329,342
ASPIRATE PLEURA W/O IMAGING,674
KNIFE SONIC CTRL SERRATED AGG 5450815114,"1,440"
SCREW SYNT CORT TI S-TAP STRDRV T8 2.7 X 20MM 402.880,186
CATHETER GUIDE 6F MPD 90CM  670-258-90,800
TC 99M CHOLETEC ,133
ESTRADIOL 0.075 MG/24HR PATCH WEEKLY ,83
SPACER SPINAL FORTIFY-R UPPER ENDPLATE 7 DEG 351.324,"1,726"
SCREW ART CANN PARTIAL THREAD 3.75 X 34MM AR-7000-34,500
GUIDEWIRE STRAIGHT .035INX145 CM DIAGNOSTIC FLEXIBLE 007046,39
MENTHOL-ZINC OXIDE 0.44-20.6 % OINTMENT 71 G TUBE ,23
CHLORPROMAZINE 25 MG/ML SOLUTION ,163
"PMKR, SINGLE, RATE-RESP","6,524"
CHARCOAL ACTIVATED LIQUID ,20
BAG BREATHING 2 LITER LATEX FREE DYNJAA02,6
HEAD UNIPOLAR 45MM 6942-5-045,"1,103"
CATHETER DRAINAGE 10.2X25CM DAWSON MUELLER G09706,293
STEM FEM PRESS FIT SZ 12.512 /14 NECK TAPER 00771101200,"6,545"
CUSTOMWRIST-HAND-FINGER ORTHOTIC DYNAMIC CABLE DRIVEN,"2,441"
STENT URETERAL UNIVERSAL SOFT 7FR/22-32 G23317,174
"PIN STEINMAN TROCAR PT 3/32"" KM168-19-33",12
REGADENOSON 0.4 MG/5ML SOLUTION ,228
PLATE SYNT 1.5MM TI MATRIX STR AIGHT SILVER T 12H SILVER 04.503.717,"1,840"
ELECTRODE CUTTING LOOP RT ANGLE MLE 28-012,249
SCREW SYNT LCK S-TAP STRDRV T8 2.4 X 18MM 212.818,346
DEVICE SUTURING COR-KNOT QUICKLOAD UNITS 030850,140
CYCLOSPORINE 100 MG/ML SOLUTION ,13
GRAFT ASR BONE 5 X 14 X 11 245541,"2,703"
GUIDEWIRE .045 X 5.910 AR-8932K,53
BALLOON OTW P 5.0X 40X 135CM X.035 MUSTANG H74939171050410,630
CATHETERIZE FOR URINE SPEC,87
BRACE WRIST WRISTPRO LEFT 10IN L 10454,35
CATHETER BALLOON PTA 6.0MM/80M,750
THROMBIN (RECOMBINANT) 20000 UNITS RECON SOLN ,"1,305"
SNARE HEXAGONAL MINI ACUSNARE/ SOFT G22703 G22703,39
"LEVEL VI - SURGICAL PATHOLOGY, GROSS AND MICROSCOPIC EXAMINATION , TECH",595
INTRODUCER SAFESHEATH II 9FR W /SIDE PORT 7463,163
GUIDE PIN W/SUTURE EYE 2.4MM AR-1297L,238
TIMOLOL 0.5 % SOLUTION 5 ML BOTTLE ,25
SCREW SYNT TI CRANIAL S-DRILL PLUSDRIVE 1.6 X 4MM 400.834,284
STENT VIABAHN .018 ENDOPROSTHE SIS 5MM X 25CM X 120CM VBJR052502A,"14,277"
CANNULA 21FR 7MM W/SUTURE BULB  5761,226
BALLOON STERLING OTW 3.0 X 40M M X 150CM H74939032300410,570
BLADE ART EXCALIBUR 4.0 MMA GRESS AR-8400EX,149
MATERIAL SILICONE XRAY BLUE OPAQUE WITH 1MM GRID VB-4,546
DISSECTOR CURVED 5DCD,288
NAIL EX SYNT TI CANN TIBIAL W/PROX BEND 11 X 375MM STRL 04.034.555S,"3,187"
HEAD HUM 20MM 52MM SHLDR ANATOMIC RESTOR VARIABLE ADJUSTMENT AR-9152-20P,"3,496"
FACILITY EMERGENCY LEVEL IV VISIT,838
CATHETER ELECTROPHYSIOLOGY 6FR MEDIUM SWEEP DECAPOLAR 401575,"1,260"
US RENAL RETROPERIT LTD,487
SCREW SYNT METAPHYSEAL S-TAP T8 STRDRV 2.7 X 10MM 02.118.510,174
PLATE SYNT 3.5MM LCP PROX TIB 4H 81MM LT 239.935,"3,400"
ANCHOR 3.9MM KNOTLESS CORKSCREW PEEK AR-1941PS,866
SUTURE 0 SILK SA76GSUTURE SILK 0 DYD 13-24IN SA76G,8
ELECTRODE ROLLERBALL CUSTOM  G46237,208
SCREW SYNT TI MATRIX S-TAP 1.8 5 X 6MM (PK/1) 04.511.206.01,124
TROPICAMIDE 1 % SOLUTION 15 ML BOTTLE ,47
SUBSTITUTE BONE FILLER SYNT CH RONOS BETA TCP LARGE 5CC 710.025.97S,"1,308"
KIT FORCEPS ADSON 1MM STRAIGHT 5IN BIPOLAR SMOOTH DISPOSABLE 20-1082KI,113
BOTTLE COLLECTION SAFE-TOUCH W/ SEALING CAP STERILE 003987-901,38
SCREW SYNT CORT S-TAP FT 3.5 X 50MM 204.850,80
NEEDLE SPINAL PENCAN 25G X 6.1IN 333877,21
LIGASURE SMALL JAW  LF1212A,968
REPR SUPERF WND FACE 12.6-20,122
CANNULA VACURETTE STRAIGHT 8MM 21655,48
SCREW SYNT LCK S-TAP STRDRV T8 2.4 X 16MM 212.816,346
KIT MANIFOLD CONTRAST ISOLATION BT-2000,69
BRACE KNEE IMMOBILE MD COMFOR-K 20IN W/ PATELLA STRAP 08142463,68
GUIDE JL 3.5 6FR LAUNCHER LA6JL35,175
"BALLOON MUSTANG 3.0 X40, 75CM  H74939171030470",541
ROOM RATE MED/SURG ISO,"1,225"
DEVICE EMBOLIC PROTECTION SPIDER FX 5MM SPD2-US-050-320,"3,055"
GUIDEWIRE STORQ .035 180CM ANGLED 503456J,168
IPILIMUMAB 50 MG/10ML SOLUTION 10 ML VIAL ,52
US ABDOMEN TC,725
ROD MEDR 5.5MM X 80MM RT RING B02325508R,905
SINCALIDE 5 MCG RECON SOLN 1 EACH VIAL ,424
COLLAR GLOBAL UNITE STANDARD SZ 56 1100-20-500,"1,060"
CANNULA ACCESS 11G IVAS,174
GRAFT CONTRALATERAL LEG AAA 12 X 10 PLC121000,"9,870"
GRAFT TISSUE ALLODERM 4X 12CM  152048,62
TOTE ANT LUMBER FUSION SYRQUIN  4500EFAF4403,"1,102"
CATHETER GUIDE ENVOY 6FR 95CM .071 67125895D,"1,281"
SCREW ART TI LOW PROFILE LCK 4.5 X 24MM AR-8545L-24,585
TROCAR XCEL BLADELESS HANDLED12X100MM B12LTH,120
GUIDEWIRE .025X145CM PTFE SS BENTSON G00856,69
BALLOON RX COR 3.0 X 6 NC EUPHORA NCEUP3006X,435
BAG RESUSCITATION ADULT W/MASK  V8500,25
WEDGE EVANS BIOSYNC 18X18X12MM AR-8942W-1812,"5,159"
STENT VIABAHN HEPARIN 7MM X 7. 5CM X 120MM VBHR070702A,"7,525"
STENT REBEL MR 4.0X32MM  H7493927432400,"1,200"
SUTURE VICRYL 10-0 DYD 12IN CS 160-8 V450G,64
PAD FOAM ST 9 X 8.75 X 5  32-1842,41
COLONOSCOPY FLEXIBLE WITH BAND LIGATION(S),"1,130"
GRAFT ENDOPROSTH CONTRALATERAL LEG LO PROF AAA 18MMX11.5CM PLC181200,"9,870"
POLYSOMNOGRAPHY W/CPAP,"3,838"
SCREW BONE T10 3.5X48MM 40-35048,235
PACK CATH LAB ACCESSORY CUSTOM  SAN5BCLSMJ,358
KIT COMPLETE PROBE AND PEN SWITCHPEN W/ L-HOOK ELECTRODE 7205565,173
PLATE SYNT 3.5MM LCP EXT ART DIST HUM 8H RT 194MM LONG 02.104.008,"3,446"
SCREW SYNT IMF 2 X 8MM  201.928E,394
SCREW SYNT CORT S-TAP STRDRV T8 2.7 X 10MM 202.870,130
SOLUTION SILIKON 1000 OIL 8.5ML 8065601187,"1,238"
BALLOON RX COR 2.75 X 15 NC EUPHORA NCEUP27515X,435
BLASTOMYCES ANTIBODY - REF,93
PLATE SYNT 2.7/3.5MM VA-LCP MEDL DIS HUM 2H 82MM RT MEDIUM 02.117.402,"2,939"
US PREGNANCY TC FOLLOW-UP,383
POVIDONE IODINE 10 % SOLUTION 473 ML BOTTLE ,24
STEM TIBIAL ZIMM 5 DEG SZ F LPERSONA 42532007501,"3,525"
SCREW SYNT CORT S-TAP 2.7 X 14MM 202.814,119
GRAFT VASCULAR GELWEAVE 24MM X 15CM VALSALVA(1 PER CA) 730024ADP,"6,674"
KIT CATARACT PATIENT CARE  93816,19
CUTTER ENDOPATH LINEAR PROXIMA TE STANDARD BLUE 75MM TLC75,601
CATHETER SWAN-NECK PRE-STERNAL PERI DIALYSIS PD 112.8CM 8888414011,"1,194"
CATHETER BALLOON EUPHORA RX 3X 12MM EUP3012X,435
CAGE SPINAL TI 22MM 28-41MM X-CORE 2 AUTOLOCK 7220041A,"14,570"
COIL 400 RUBY COMPLEX STANDARD,"1,998"
STEM FEMORAL CORAIL2 NON COLLARED HO SIZE 12 L20312,"5,640"
APPLY LONG LEG SPLINT,275
TIP COVER ACCESSORY DA VINCI 400180 400180,75
SCREW SYNT CORT S-TAP STRDRV T8 2.7 X 50MM 202.967,130
BALLOON OTW P 3.0X 40X 15OCM X.014 NANOCROSS AB14W030040150,675
BALLOON COR OTW 2.50 X 15MM NC EMERGE H7493926815250,435
SYSTEM IVAS ELITE 11G X 15MM  0808-115-800,"5,584"
PACK VNUS SBA5BVNSJD,210
DRESSING INTEGRA 4X5IN MESHED BILAYER SHEET BMW4051,431
"NONINVASV OXYGEN SATUT,CONTINUOUS",200
ASSAY OTHER FLUID CHLORIDES - REF,44
REMOVER STAPLE SKIN PRECISE  SR-3,19
SET IRRIGATION CYSTOSCOPY 06544-01,30
PLATE BOW WRIGHT 5MM 58610005,"3,946"
CEMENT BONE 41G FULL DOSE TOBR AMYCIN SIMPLEX  P 6197-9-001,901
DARIFENACIN 7.5 MG TABLET EXTENDED RELEASE 24 HOUR ,28
GUIDEWIRE ART .062 X 7IN LONG AR-8941-7,202
HEAD RADIAL PROSTHESIS ANATOMICAL 22MM RT TR-H220R-S,"7,368"
CATHETER BALLOON 7 X 100 X 75,813
SCREW SYNT LCK TI FOR IM NAILS 5 X 36MM 458.936,583
BIT DRILL 5 64 2.0MM  481-32,88
MESH HERNIA PROLENE 3D PLUG LG P3DPL,615
OXYMETAZOLINE 0.05 % SOLUTION 30 ML BOTTLE ,10
CATHETER FOLEY 20FR/30ML 2WAY SILICONE 1768SI20,35
CATHETER C2 5FR 65CM .038 SELECT M001314661,35
EBV EARLY AG - REF,93
DEXRAZOXANE 250 MG RECON SOLN 1 EACH VIAL ,461
DISSECTOR CURVED  5DCD,288
CATHETER CORONARY LAUNCHER 6FR CHAMP 1.0 LA6CHAMP10,140
EPINEPHRINE 1 MG/ML VIAL SOLUTION 30 ML VIAL ,16
STEM FEM TRI LOCK BPS W GRIP TION SZ 4X101MM STAND OF 1012-04-040,"5,640"
SURG PATH-CONSLT W/ FROZ,216
"PLATE ORCO ""O"" 24MM CENTER HOLE 00-1012-224","1,096"
LENS BANDAGE ACUVUE OASYS 14.0 SINGLE 8.8 PLANO 0.0D,14
SCREW BIO CORT LOW PROF 3.5 X30MM 1312-18-030,245
BIT DRILL SYNT 2.4MM QC 100MM 310.530,540
GUIDEWIRE PT2 MOD SUPPORT 185CM J-TIP H7493893103J2,260
BANDAGE ELASTIC 6IN X 15YD VELCRO LF UNSTERILE 23593960LF,7
HEPARIN (PORCINE) 500 UNITS IN PERITONEAL DIALYSIS LOW CALCIUM-DEXTROSE 4.25 % SOLUTION ,15
BLOOD SMEAR INTERPRETATION - REF,120
MESH HERNIA PROLENE SYSTEM LG 4IN PHSL,981
PORT POWERPORT CLEARVUE SLIM 8FR X 45CM MR SAFE 1618000,855
DIVALPROEX ER 500 MG TABLET EXTENDED RELEASE 24 HOUR ,8
SCREW ART BIOCOMPOSITE TENODESIS 8 X 23MM AR-1580BC,788
BAG RESUSITATION INFANT/NEONAT E BT2216,48
CLAMP SYNT HOLDING FOR 1.25MM K WIRES 395.125,"1,139"
STOCKING TED THIGH MED SHORT L F 3310LF,19
"CLINIMIX E 5/20 (CENTRAL) 5 % SOLUTION 2,000 ML FLEX CONT ",358
BALLOON RX COR 3.0 X 20 NC EUP HORA NCEUP3020X,435
ALTEPLASE 100 MG RECON SOLN 1 EACH VIAL ,176
BALLOON OTW P 2.5X 40X 15OCM X.014 NANOCROSS AB14W025040150,840
SCREW BICEPTOR BIOSURE PK 8MM X 15MM 72202284,685
CATHETER SHEATHLESS 6.5F 100CM EAUCATH G6PB35-0-L100,390
STENT ONYX RX 4.0 X 26  RONYX40026UX,"1,850"
DEVICE INFLATION ACCLARENT SE  SEID,243
BLADE TENDON STRIPPER 9MM AR-2385-09,525
BLADE SAW BIO OXFORD RESECTION STRY HUB 506076,936
"BINDER ABDOMINAL 9"" 30-45  08140345",24
CATHETER MICRO HEADWAY-21 STR 156 CM MC212156S,"2,444"
SUTURE VICRYL 3-0 3-18IN J644H,29
SCREW STRY TI T7 LCK 2.7 X 20MM (PK OF 1) 53-27620E,354
"CHEMOTHERAPY, IV INFUSION, 1 HOUR ",136
CATHETER DEVICE ENDO 50 X 135CM EKOSONIC MACH 4 500-56150,"7,039"
CATHETER RUNWAY 6F LEFTBU3.5  H749389697140,158
"REMV F.B.,EYE,CORNEA,SLIT LAMP",223
GLUCOSE 40 % GEL 37.5 G PACKAGE ,18
SCREW BONE VUEPOINT II 4.0 X 24MM MA 8975424,"1,590"
PLATE SYNT 3.5MM LCP PROX HUM LONG 10H SHAFT 232MM 241.923,"4,256"
SYSTEM BLOOD CONSERVATION CONS TAVAC 225-28-914,403
SCREW SNI REFLECTION SPHERICAL HEAD 25MM 71332525,374
SUTURE ETHIBOND 2-0 DYD 10-30IN SH-2 PXX82,348
SHELL ACET 62MM HIP COLOR CODED LIMIT H PPS G7 180D H FU 010000668,"1,600"
CEMENT MIXER GUN STRYKER  0606-593-000,375
"BILIRUBIN, TOTAL - REF",61
MODULE ALASTIK SHORT OS  406-064,14
PLATE 17MM ANTERIOR CERVICAL ZEVO 1 LEVEL 3001017,"2,475"
STENT ONYX RX 3.5 X 30  RONYX35030UX,"1,850"
CATHETER EMBOLECTOMY FOGARTY 4FR 80CM 120804F,253
OMEPRAZOLE 2 MG/ML SUSPENSION ,12
SCREW SPINE 5.5 X 45MM TRACTION POLY RELINE-O 13115545,"1,900"
FORMOTEROL 20 MCG/2ML NEBU SOLN ,56
TOTE SHOULDER ARTHROSCOPY ALL  EFAS5007,394
TUBE VENTILATION LUMEN TAPERED WITH TWIN SPOON FLANGES 240075,85
"PSA, FREE - REF",121
SCREW BIO PEG NON-LOCKING 2.5 X 14MM SP14000,268
WASHER BIO THREADED 2.5MM 131220025,88
KIT CATH 14.5FRX28CM 28/40 HEM ODIALYSIS MAXID W/SIDEHOLES 8888145253,587
BLADE TRICUT 4MM 4M ROTATE 1884004HR,623
CLEVIDIPINE 25 MG/50ML EMULSION ,14
ENOXAPARIN 40 MG/0.4ML SOLUTION ,11
GUIDEWIRE TROCAR THREADED .045  AR-8737-42,91
STIMULATOR NEURO INTERSTIM TEST ENS 353101,900
CATHETER 5F  ALR1-2 LAUNCHER  LA5ALR12,175
GRAFT DURAGEN PLUS 1 X 3  DP5013,920
FUROSEMIDE 10 MG/ML SOLUTION 10 ML VIAL ,6
RISPERIDONE 2 MG TABLET DISINTEGRATING ,14
SODIUM CHLORIDE 4 MEQ/ML SOLUTION 30 ML VIAL ,18
GLIDEWIRE LAUREATE ANGLED 260C M LWSTDA35260EX,202
SUMATRIPTAN 25 MG TABLET ,9
SCREW SYNT CORT S-TAP 2.4 X 18 MM 4.5MM HEAD 201.648,169
GUIDEWIRE SYNT 3.2MM 290MM  03.010.115,309
SCREW SYNT PELVIC CORT S-TAP 3.5 X 70MM 204.670,101
STENT SYNERGY MR 3.00MM X 24MM  H7493926024300,"3,290"
NEEDLE PULMONARY 21G ARCPOINT ILS-2100-PN,570
CATHETER URETH 16FR 35CML 5ML FOLEY IC RADIOPAQUE 0196SI16,56
CATHETER BALLOON 26FR OCCLUDERLTX M0062201080,589
VORICONAZOLE 40 MG/ML RECON SUSP ,107
PLATE SYNT 3.5MM LCP POSTRLOLATERAL DIS HUM LAT SUPPORT 3H R 241.272,"2,534"
PHYSICAL THERAPY EVALUATION LOW COMPLEX,214
ELECTRODE RESECTION BUTTON 12*AND 30* WITH CABLE WA22657C,"1,231"
TOPIRAMATE 100 MG TAB ,17
PLATE MEDT ATLANTIS VISION ELITE 80MM 7200080,"2,456"
PAD KNEE POSITIONING TRIANGLE  193-P,87
EPOETIN ALFA 10000 UNIT/ML SOLUTION ,76
CATHETER GUIDING 6FR FL 3 MACH 1 H74934356050,158
LEUCOVORIN 10 MG/ML RECON SOLN ,99
BATTERY PACK STERILE POWEREDDRIVER 05.000.007.01S,665
CATHETER INFUSION 20CM LENGTH 100CM CRAGG-MCNAMARA 41051-01,293
SCREW SYNT CORT S-TAP STRDRV T8 2.4 X 8MM 201.758,178
CATHETER URETH 18FR 35CML 5ML FOLEY IC RADIOPAQUE 196SI18,79
SUTURE VICRYL 0 DYD 27IN CT-2  J334H,7
SCREW SYNT LCK TI STRDRV T25 5X 52MM 04.005.542,588
LENS IOL ZCB00 20.0D ACRY TECN IS 1 ZCB002000,503
PLATE SYNT 3.5MM LOW PROFILE RECON J-16H LT 245.936,"1,287"
BLADE ART 4.0 TORPEDO AR-8400TD,303
NEEDLE TRANSSEPTAL 18G 89CM AD ULT 407205,"1,584"
SHELL PINN SECTOR W/GRIPTION 58MM 1217-32-058,"3,361"
ID NUCLEIC ACID SEQUENCING - REF,127
XRAY FOOT 2 VWS,241
FORCEPS DA VINCI S SI MARYLAND BIPOLAR 420172 420172,810
PIN FIXATION 70MM TENSION BAND 30-0098,147
SCREW SYNT CORT S-TAP STRDRV 1.5 X 12MM 200.812,113
SET SCREW MEDT TSRH 3DX FLUSH BREAK 8351500,293
CASSETTE VAC VERALINK  ULTLNK0500,179
MIDAZOLAM DILUTION 0.5 MG/ML SOLUTION 10 ML VIAL ,7
SCREW SYNT CANN PT 3.5 X 42MM  205.042,573
TRAY PORT INSERTION/REMOVAL,148
KIT PLERUX PERITONEAL CATHET ER AND STARTER 50-9900,"1,550"
SUTURE ETHILON 2-0 DYD 30IN FSLX 1674H,31
SUTURE SILK #1 30IN SH  K835H,75
LINER HXPE NEUTRAL KK 40 X 56  00875101240,"2,070"
ANCHOR PUSHLOCK BIOCOMPOSITE SP 2.9MM AR-1923BC,950
BIT DRILL SYNT 4.5MM QC 145MM 310.44,235
SCREW SYNT LCK TI S-TAP STRDRV T8 2.7 X 16MM 402.216,458
BIT DRILL COMP RVS 2.7MM DIA  405889,420
KIT PAIN PUMP ON-Q 100ML W/2.5IN CATHETER PM012-A,315
STEM MODULAR I-BEAM W/SCREW 40MM MAXIM BIOMET 141310,"1,646"
CATHETER 5 FR .038 IN X 80 CM,120
DRESSING FOAM 9.2X9.2IN MEPILEX BORDER SACRUM 282455,38
BLADE SAW SAGITTAL LONG MEDIUM 21MMX4.7CM 2108109000,167
TISSUE HUMAN STRAVIX 3X6CM PS60008,388
BIT DRILL SYNT 3.5MM QC 110MM 310.35,257
SCREW SOLERA SAS 5.0 X 25MM 55811005025,"2,387"
TIP COVER ACCESSORY DA VINCI  400180,75
STEM HUMERAL STANDARD 10MM DEPUY EXTEND 1307-10-000,"3,893"
PML/RARALPHA - REF,698
BLADE TFNA HELICAL 80MM STRL 04.038.380S,"1,364"
SUTURE VICRYL 2-0 DYD 27IN UR-6 J602H,9
SCREW OSTE STD 2 X 5MM MINI  202-2005,303
LEVOCARNITINE 200 MG/ML SOLUTION ,69
RIFAXIMIN 200 MG TABLET ,28
SUTURE PDS II 0 DYD 60IN TP-1  Z991G,79
CROMOLYN 100 MG/5ML CONC ,15
SYSTEM MITRACLIP NT CLIP DELIV ERY CDS0501,"23,500"
"LAYR CLOS WND FACE,FACIAL 7.6-12.5",707
PIN SYNT 1.8MM BUTTRESS LCP 16MM 200.192,507
MEPILEX FOAM DRESSING 4X4,25
KIT STARTER PATIENT PLEURX 1000 ML 50-0071,795
COMPONENT BB TAK LARGE THREADE D AR-8970-09T,538
PLATE SYNT 2MM LCP T-3H HD 7H SHAFT 247.615,"1,015"
ITRACONAZOLE 100 MG CAPSULE ,12
STEM FEMORAL BIO BIMETRIC POROUS COLLAR 9MM X 125 MM X181309,"5,648"
OXYMETAZOLINE 0.05 % SOLUTION 15 ML BOTTLE ,8
KIT BONE BIOPSY 11G 10MM IVAS  0705-310-000,"2,585"
SUTURE ETHILON 3-0 DYD 18IN PS -2 1669H,31
CATHETER DXTERITY 6F JR3.5  DXT6JR35,33
INTRODUCER SHEATH 7FR 55CM STRAIGHT ANSEL G56232,244
ENVELOPE ANTIBACTERIAL NEURO L G 7.4X8.5CM IMPLANTABLE NMRM6133,"3,044"
ANTITHROMBIN III AG ASSAY - REF,159
STENT SYNERGY MR 3.50MM X 32MM  H7493926032350,"3,290"
ANESTHESIA LEVEL - G3 ENDO,25
DRESSING MEPILEX 4X8 POST-OP BORDER 496405,21
SCREW SYNT CORT S-TAP STRDRV T8 2.4 X 12MM 201.762,178
BOOT WALKER SM GENESIS 3 STRAP BL515003,158
PACEMAKER PERCEPTA CRPT MRI US  W1TR01,"18,976"
LIPOPROTEIN (A) - REF,80
SCREW SYNT CORT S-TAP STRDRV T15 3.5 X 30MM 02.200.030,89
BRA POST SURG FITS 36-38 B-D LARGE 703,114
CLIP LIGATING TITANIUM SMALL  LT100,59
CANNULA SUCTION IRRIGATOR 5 MM X 44 CM 60-6001-205,90
DEVICE DOCK FLUID ULTRA ICE,75
HEAD SELEX/MAGNUM MOD 40MM STD S001140,"1,800"
ELECTRODE RADIUS LOOP 10MMX10M  12-1010,43
PLATE SYNT 2.7/3.5MM LCP LAT D IST FIB 6H RT 112MM 02.112.142,"1,349"
TUBING EXTENSION HIGH PRESSURE LINE W  ROT ADAPTER MX694R,15
TRACHEOTOMY MASK RE,25
BALLOON RX P 4.0 X 20MM X 135C X.018 STERLING MONORAIL H74939031402010,962
FILLER BIOCARTILAGE 1CC  ABS-1010-BC,"1,960"
SUTURE PROLENE 3-0 DYD 36IN SH 8522H,31
RABIES IMMUNE GLOBULIN 300 UNIT/ML SOLUTION ,"1,076"
TRIAL GLOBAL AP BALL CYLINDERASSEMBLY 213000000,693
GUIDEWIRE SYNT 3.2MM 400MM 357.399,309
SYSTEM BIOSENTRY TRACT SEALANT  768022019S,688
PLATE DVR ANATOMIC SHORT LEFT WITH F.A.S.T. GUIDES DVRASL,"1,564"
SCREW SYNT VA LCK S-TAP STRDRV T8 2.7 X 52MM 02.211.052,414
SCREW LP LOCKING TITANIUM 3.5M M X 30MM CORTICAL AR-8935L-30,277
OLANZAPINE 10 MG TABLET DISINTEGRATING ,13
CATHETER TURNPIKE LP 135 CM 5F  5638,"1,090"
SLEEVE CRIMP COBALT CHROME 2 MM BIOMET 120005 120005,555
HEAD FEMORAL 28MM DIA COCR MOD HD STD NK 163662,"1,316"
SCREW SET SOLERA  5540030,390
"CANNABINOIDS, NATURAL - REF",51
MORPHINE PF 2 MG/ML SOLUTION 1 ML SYRINGE ,30
