file_urls,time
https://summithealthcare.net/wp-content/uploads/2019/03/Attachment-A.pdf,06 12 2019 09:04:12
https://communicator.changehealthcare.com/security/login/rebrandloginredirect.aspx,06 12 2019 09:04:12
https://summithealthcare.net/wp-content/uploads/2019/03/Summit-Healthcare-Financial-Assistance-Application.pdf,06 12 2019 09:04:12
https://secure.epayhealthcare.com/epayc/selfserve/ebilllogin.aspx?client=SHRM522&,06 12 2019 09:04:12
https://summithealthcare.net/wp-content/uploads/2017/05/US-Order-Form-2017.pdf,06 12 2019 09:04:13
https://summithealthcare.net/wp-content/uploads/2019/03/2019-POVERTY-GUIDELINES-SCALE.pdf,06 12 2019 09:04:13
https://summithealthcare.net/wp-content/uploads/2017/05/CT-Order-Form-2017.pdf,06 12 2019 09:04:13
https://summithealthcare.net/wp-content/uploads/2019/03/Financial-Assistance-Plain-Language-Summary.pdf,06 12 2019 09:04:13
https://summithealthcare.net/wp-content/uploads/2017/05/NM-Order-Form-2017.pdf,06 12 2019 09:04:13
https://summithealthcare.net/wp-content/uploads/2019/02/IR-Order-Form-2019.pdf,06 12 2019 09:04:13
https://summithealthcare.net/wp-content/uploads/2019/02/Fluoro-Order-Form-2019.pdf,06 12 2019 09:04:13
https://summithealthcare.net/wp-content/uploads/2019/03/Summit-Healthcare-Financial-Assistance-Policy.pdf,06 12 2019 09:04:13
https://summithealthcare.net/wp-content/uploads/2018/01/Xray-Order-Form-2018.pdf,06 12 2019 09:04:13
https://summithealthcare.net/wp-content/uploads/2018/01/Breast-Order-Form-2018.pdf,06 12 2019 09:04:13
