file_urls,time
https://hsc.unm.edu/health/patients-visitors/doc/drg-summary-unmh.csv,06 11 2019 20:25:04
https://hsc.unm.edu/health/patients-visitors/doc/drg-summary-srmc.csv,06 11 2019 20:25:05
https://hsc.unm.edu/health/patients-visitors/doc/unmh-financial-assistance-policy-english.pdf,06 11 2019 20:25:05
https://hsc.unm.edu/health/patients-visitors/doc/srmc-indigent-healthcare-asst-appl-english.pdf,06 11 2019 20:25:05
https://hsc.unm.edu/health/patients-visitors/doc/unmh-financial-aid-faqs-spanish.pdf,06 11 2019 20:25:05
https://hsc.unm.edu/health/patients-visitors/doc/srmc-indigent-healthcare-asst-appl-spanish.pdf,06 11 2019 20:25:05
https://hsc.unm.edu/health/patients-visitors/doc/unmh-srmc-cms-cdm-drg-disclaimer-spanish.pdf,06 11 2019 20:25:05
https://hsc.unm.edu/health/patients-visitors/doc/unmh-financial-aid-faqs-english.pdf,06 11 2019 20:25:05
https://hsc.unm.edu/health/patients-visitors/doc/unmh-income-chart-for-financial-assistance-english.pdf,06 11 2019 20:25:05
https://hsc.unm.edu/health/patients-visitors/doc/unmh-income-chart-for-financial-assistance-spanish.pdf,06 11 2019 20:25:05
https://hsc.unm.edu/health/patients-visitors/doc/unmh-financial-aid-faqs-vietnamese.pdf,06 11 2019 20:25:05
https://hsc.unm.edu/health/patients-visitors/doc/unmh-discount-program-policy-vietnamese.pdf,06 11 2019 20:25:05
https://hsc.unm.edu/health/patients-visitors/doc/patient-payment-policy-vietnamese.pdf,06 11 2019 20:25:05
https://hsc.unm.edu/health/patients-visitors/doc/unmh-financial-aid-checklist-spanish.pdf,06 11 2019 20:25:05
https://hsc.unm.edu/health/patients-visitors/doc/unmh-financial-aid-checklist-english.pdf,06 11 2019 20:25:05
https://hsc.unm.edu/health/patients-visitors/doc/unmh-financial-assistance-policy-spanish.pdf,06 11 2019 20:25:05
https://www.hsd.state.nm.us/LookingForAssistance/centennial-care-overview.aspx,06 11 2019 20:25:05
https://hsc.unm.edu/health/patients-visitors/doc/unmh-discount-program-policy-english.pdf,06 11 2019 20:25:05
https://hsc.unm.edu/health/patients-visitors/doc/unmh-financial-aid-checklist-vietnamese.pdf,06 11 2019 20:25:05
https://hsc.unm.edu/health/patients-visitors/doc/charge-master-unmh.csv,06 11 2019 20:25:06
https://hsc.unm.edu/health/patients-visitors/doc/charge-master-srmc.csv,06 11 2019 20:25:06
https://hsc.unm.edu/health/patients-visitors/doc/pharmacy-formulary.csv,06 11 2019 20:25:06
https://hsc.unm.edu/health/patients-visitors/doc/srmc-financial-asst-policy-english.pdf,06 11 2019 20:25:07
