file_urls,time
https://atriumhealth.org/-/media/chs/Files/for-patients-visitors/Atrium-Health-Coverage-Assistance-and-Financial-Assistance-Application.pdf,06 11 2019 21:38:47
https://atriumhealth.org/-/media/Documents/CHS/Financial/PFS-101-CHS-Hospital-Coverage-Assistance-and-Financial-Assistance-Policy-Effective-1012013Vietnamese.pdf?la=en&hash=752D63BB1933E23D5D2B33D72E33FE99A5DFABA4&hash=752D63BB1933E23D5D2B33D72E33FE99A5DFABA4,06 11 2019 21:38:47
https://atriumhealth.org/-/media/Documents/CHS/Financial/PFS-101-CHS-Hospital-Coverage-Assistance-and-Financial-Assistance-Policy-Effective-1012013Spanish.pdf?la=en&hash=400362E705C97663503BD68DD4A210625AA3889B&hash=400362E705C97663503BD68DD4A210625AA3889B,06 11 2019 21:38:48
https://atriumhealth.org/-/media/Documents/CHS/Financial/Current-Plain-Language-Summary-08022016_Traditional-Mandarin.pdf?la=en&hash=A099963E3619BCAA6E6DE918EF0C6F47AF127B3D&hash=A099963E3619BCAA6E6DE918EF0C6F47AF127B3D,06 11 2019 21:38:48
https://atriumhealth.org/-/media/Documents/CHS/Financial/Current-Plain-Language-Summary-08022016-_Spanish.pdf?la=en&hash=73E819639D8E4E909095DDC48A6F39F89CBE3B76&hash=73E819639D8E4E909095DDC48A6F39F89CBE3B76,06 11 2019 21:38:48
https://atriumhealth.org/-/media/Documents/CHS/Financial/Current-Plain-Language-Summary-08022016_Simplified_Chinese.pdf?la=en&hash=47F1DF8B10975F60AD0618019E137E4426E8EF05&hash=47F1DF8B10975F60AD0618019E137E4426E8EF05,06 11 2019 21:38:48
https://atriumhealth.org/-/media/chs/Files/for-patients-visitors/Financial-Assistance/Atrium-Health-Coverage-Assistance-and-Financial-Assistance-Application_Spanish.pdf?la=en&hash=9090BC90046E154CA69583BDE74D7830A87BE28E,06 11 2019 21:38:48
https://atriumhealth.org/-/media/Documents/CHS/Financial/PFS-101-CHS-Hospital-Coverage-Assistance-and-Financial-Assistance-Policy-Effective-1012013Simplified.pdf?la=en&hash=EBE9E1451E9CB53490FA378844F7C771D6F67FEF&hash=EBE9E1451E9CB53490FA378844F7C771D6F67FEF,06 11 2019 21:38:48
https://atriumhealth.org/-/media/Documents/CHS/Financial/Plain-Language-Summary-with-MG-FA-07212016_RUS.pdf?la=en&hash=1981F0ADC76C8AEFEBC26495DE1FFECA33BE0FCD&hash=1981F0ADC76C8AEFEBC26495DE1FFECA33BE0FCD,06 11 2019 21:38:48
https://atriumhealth.org/documents/cmc/emtala.pdf,06 11 2019 21:38:48
