file_urls,time
http://www.bakersfieldhearthospital.com/docs/2019_Price_Transparency_Nuclear.pdf,06 12 2019 09:04:06
http://www.bakersfieldhearthospital.com/docs/2019_Price_Transparency_Other-Rad.pdf,06 12 2019 09:04:06
http://www.bakersfieldhearthospital.com/docs/2019_Price_Transparency_Ultrasound.pdf,06 12 2019 09:04:06
http://www.bakersfieldhearthospital.com/docs/2019_Price_Transparency_MRI.pdf,06 12 2019 09:04:06
http://www.bakersfieldhearthospital.com/docs/2019_Price_Transparency_Wound-Care.pdf,06 12 2019 09:04:06
http://www.bakersfieldhearthospital.com/docs/Free_Translation_Services_Available.pdf,06 12 2019 09:04:06
http://www.bakersfieldhearthospital.com/docs/2019_Price_Transparency_Lab.pdf,06 12 2019 09:04:06
http://www.bakersfieldhearthospital.com/docs/2019_Price_Transparency_GI.pdf,06 12 2019 09:04:06
http://www.bakersfieldhearthospital.com/docs/2019_Price_Transparency_Other-OP.pdf,06 12 2019 09:04:06
http://www.bakersfieldhearthospital.com/docs/2019_Price_Transparency_CT-Scan.pdf,06 12 2019 09:04:06
http://www.bakersfieldhearthospital.com/docs/2019_Price_Transparency_Cardiac.pdf,06 12 2019 09:04:06
http://www.bakersfieldhearthospital.com/docs/New_EHAC-Brochure.pdf?sub=Heart%20and%20Vascular,06 12 2019 09:04:06
http://www.bakersfieldhearthospital.com/docs/2019_Price_Transparency_OR-Surg.pdf,06 12 2019 09:04:06
http://www.bakersfieldhearthospital.com/docs/2019_Price_Transparency_Inpatient.pdf,06 12 2019 09:04:06
http://www.bakersfieldhearthospital.com/docs/ucm_502251.pdf?sub=Heart%20and%20Vascular,06 12 2019 09:04:07
