file_urls,time
http://www.presencehealth.org/documents/patients-visitors/Presence-Health-System-Policy-Pricing-Transparency.pdf,06 11 2019 21:35:17
http://www.presencehealth.org/documents/patients-visitors/price-estimates/Common-Services-AMITA-Health-Resurrection-Medical-Center-Chicago.pdf,06 11 2019 21:35:17
http://www.presencehealth.org/documents/patients-visitors/price-estimates/Common-Services-AMITA-Health-Saint-Joseph-Hospital-Elgin.pdf,06 11 2019 21:35:17
http://www.presencehealth.org/documents/patients-visitors/price-estimates/Common-Services-AMITA-Health-Saint-Joseph-Hospital-Chicago.pdf,06 11 2019 21:35:17
http://www.presencehealth.org/documents/patients-visitors/price-estimates/Common-Services-AMITA-Health-St-Marys-Hospital-Kankakee.pdf,06 11 2019 21:35:17
http://www.presencehealth.org/documents/patients-visitors/price-estimates/Common-Services-AMITA-Health-Saint-Joseph-Medical-Center-Joliet.pdf,06 11 2019 21:35:17
http://www.presencehealth.org/documents/patients-visitors/price-estimates/Common-Services-AMITA-Health-Saints-Mary-and-Elizabeth-Medical-Center-Chicago.pdf,06 11 2019 21:35:17
http://www.presencehealth.org/documents/patients-visitors/price-estimates/Common-Services-AMITA-Health-Saint-Francis-Hospital-Evanston.pdf,06 11 2019 21:35:17
http://www.presencehealth.org/documents/patients-visitors/System-Pricing-Transparency-FAQs.pdf,06 11 2019 21:35:17
http://www.presencehealth.org/documents/patients-visitors/price-estimates/Common-Services-AMITA-Health-Mercy-Medical-Center-Aurora.pdf,06 11 2019 21:35:17
http://www.presencehealth.org/documents/patients-visitors/price-estimates/Common-Services-AMITA-Health-Holy-Family-Medical-Center-Des-Plaines.pdf,06 11 2019 21:35:17
http://www.presencehealth.org/documents/patients-visitors/PresenceHealth.xlsx,06 11 2019 21:35:21
