file_urls,time
https://app.peacehealth.org/Form/default.aspx?FormID=6291&title=Billing%20Information&i=34%25195%25252%2551,06 12 2019 02:38:27
https://app.peacehealth.org/Form/default.aspx?FormID=6291&title=Hospital%20Pricing&i=34%25226%2514%25132,06 12 2019 02:38:27
https://www.peacehealth.org/sites/default/files/transparency_upload_file_feb_22_2019_springfield_or.xlsx,06 12 2019 02:38:27
https://www.peacehealth.org/sites/default/files/transparency_upload_file_feb_22_2019_florence_or.xlsx,06 12 2019 02:38:27
https://www.peacehealth.org/sites/default/files/transparency_upload_file_feb_22_2019_ketchikan_alaska.xlsx,06 12 2019 02:38:28
https://www.peacehealth.org/sites/default/files/transparency_upload_file_feb_22_2019_sedro-woolly_wa.xlsx,06 12 2019 02:38:28
https://www.peacehealth.org/sites/default/files/transparency_upload_file_feb_22_2019_friday_harbor_wa.xlsx,06 12 2019 02:38:28
https://www.peacehealth.org/sites/default/files/transparency_upload_file_feb_22_2019_longview_wa.xlsx,06 12 2019 02:38:28
https://www.peacehealth.org/sites/default/files/transparency_upload_file_feb_22_2019_bellingham_wa_0.xlsx,06 12 2019 02:38:28
https://www.peacehealth.org/sites/default/files/transparency_upload_file_feb_22_2019_vancouver_wa.xlsx,06 12 2019 02:38:28
https://app.peacehealth.org/Form/default.aspx?FormID=4661,06 12 2019 02:38:28
https://www.peacehealth.org/sites/default/files/transparency_upload_file_feb_22_2019_cottage_grove_or.xlsx,06 12 2019 02:38:28
https://www.peacehealth.org/sites/default/files/transparency_upload_file_feb_22_2019_eugene_or.xlsx,06 12 2019 02:38:28
https://www.peacehealth.org/research-and-clinical-trials,06 12 2019 02:38:29
