file_urls,time
https://www.memorial.org/content/dam/chi-memorial/website/documents/3.3_Patients%20%26%20Visitors_Financial%20Assistance_PLS_English.pdf,06 11 2019 23:44:59
https://www.memorial.org/content/dam/chi-memorial/website/documents/3.3_Patients%20&%20Visitors_Financial%20Assistance_Financial%20Assistance%20Application%20GA_Spanish.pdf,06 11 2019 23:44:59
https://www.memorial.org/content/dam/chi-memorial/website/documents/3.3_Patients%20&%20Visitors_Financial%20Assistance_Plain%20Language%20Summary%20GA_Spanish.pdf,06 11 2019 23:44:59
https://www.memorial.org/content/dam/chi-memorial/website/documents/3.3_Patients%20&%20Visitors_Financial%20Assistance_Plain%20Language%20Summary%20GA_English.pdf,06 11 2019 23:44:59
https://www.memorial.org/content/dam/chi-memorial/website/documents/3.3_Patients%20%26%20Visitors_Financial%20Assistance_PLS_German.pdf,06 11 2019 23:44:59
https://www.memorial.org/content/dam/chi-memorial/website/documents/CHI%20Memorial%20Hospital%20Chattanooga%20Active%20Physician%20Report%202.28.2019.pdf,06 11 2019 23:44:59
https://www.memorial.org/content/dam/chi-memorial/website/documents/CHI%20Memorial%20Hospital%20Hixson%20Active%20Physician%20Report%202.28.2019.pdf,06 11 2019 23:44:59
https://www.catholichealthinitiatives.org/content/dam/chi-national/website/documents/No.%2015%20Financial%20Assistance%20-%20German.pdf,06 11 2019 23:44:59
https://www.catholichealthinitiatives.org/content/dam/chi-national/website/documents/No.%2016%20Collections%20-%20German.pdf,06 11 2019 23:44:59
https://www.memorial.org/content/dam/chi-memorial/website/documents/3.3_Patients%20&%20Visitors_Financial%20Assistance_Financial%20Assistance%20Application%20GA_English.pdf,06 11 2019 23:44:59
https://www.catholichealthinitiatives.org/content/dam/chi-national/website/documents/No.%2016%20Collections%20-%20English.pdf,06 11 2019 23:44:59
https://www.catholichealthinitiatives.org/content/dam/chi-national/website/documents/No.%2016%20Collections%20-%20Spanish.pdf,06 11 2019 23:44:59
https://www.catholichealthinitiatives.org/content/dam/chi-national/website/documents/No.%2015%20Financial%20Assistance%20-%20Chinese.pdf,06 11 2019 23:44:59
https://www.memorial.org/content/dam/chi-memorial/website/documents/3.3_Patients%20%26%20Visitors_Financial%20Assistance_PLS_Chinese.pdf,06 11 2019 23:44:59
https://www.catholichealthinitiatives.org/content/dam/chi-national/website/documents/No.%2016%20Collections%20-%20Chinese.pdf,06 11 2019 23:44:59
https://www.catholichealthinitiatives.org/content/dam/chi-national/website/documents/No.%2015%20Financial%20Assistance%20-%20Vietnamese.pdf,06 11 2019 23:44:59
https://www.memorial.org/content/dam/chi-memorial/website/documents/3.3_Patients%20%26%20Visitors_Financial%20Assistance_Application.pdf,06 11 2019 23:45:00
https://www.catholichealthinitiatives.org/content/dam/chi-national/website/documents/No.%2015%20Financial%20Assistance%20-%20Spanish.pdf,06 11 2019 23:45:00
https://www.memorial.org/content/dam/chi-memorial/website/documents/3.3_Patients%20%26%20Visitors_Financial%20Assistance_PLS_Spanish.pdf,06 11 2019 23:45:00
https://www.catholichealthinitiatives.org/content/dam/chi-national/website/documents/No.%2015%20Financial%20Assistance%20-%20English.pdf,06 11 2019 23:45:00
https://www.catholichealthinitiatives.org/content/dam/chi-national/website/documents/No.%2016%20Collections%20-%20Vietnamese.pdf,06 11 2019 23:45:00
https://www.memorial.org/content/dam/chi-memorial/website/documents/3.3_Patients%20%26%20Visitors_Financial%20Assistance_PLS_Vietnamese.pdf,06 11 2019 23:45:00
